UserId,NumAnswers,NumAccepted,AcceptedPercent
486,57,7,12.2807017544
488,24,2,8.33333333333
489,74,20,27.027027027
492,125,15,12.0
493,425,112,26.3529411765
497,40,12,30.0
501,64,16,25.0
506,35,5,14.2857142857
507,112,26,23.2142857143
510,118,61,51.6949152542
517,96,22,22.9166666667
518,68,9,13.2352941176
521,51,10,19.6078431373
525,80,22,27.5
533,122,50,40.9836065574
535,60,32,53.3333333333
536,434,142,32.7188940092
537,63,25,39.6825396825
541,34,16,47.0588235294
543,287,71,24.7386759582
544,22,11,50.0
549,103,24,23.3009708738
550,68,25,36.7647058824
555,48,19,39.5833333333
556,11,1,9.09090909091
560,17,6,35.2941176471
563,74,29,39.1891891892
567,19,3,15.7894736842
568,37,16,43.2432432432
571,134,28,20.8955223881
572,491,108,21.9959266802
573,149,40,26.8456375839
577,26,6,23.0769230769
578,38,5,13.1578947368
580,82,13,15.8536585366
581,10,4,40.0
582,1417,853,60.1976005646
586,94,47,50.0
588,56,15,26.7857142857
592,427,145,33.9578454333
598,315,138,43.8095238095
607,49,16,32.6530612245
608,70,23,32.8571428571
609,55,3,5.45454545454
611,353,87,24.6458923513
613,5,2,40.0
615,796,418,52.5125628141
618,30,8,26.6666666667
619,140,30,21.4285714286
620,34,14,41.1764705882
625,6,1,16.6666666667
631,72,30,41.6666666667
632,132,32,24.2424242424
635,56,16,28.5714285714
636,368,108,29.347826087
637,77,10,12.987012987
645,298,83,27.8523489933
648,94,20,21.2765957447
650,10,4,40.0
653,41,16,39.0243902439
655,81,17,20.987654321
658,221,51,23.0769230769
672,364,57,15.6593406593
676,23,9,39.1304347826
677,45,25,55.5555555556
680,42,15,35.7142857143
681,38,7,18.4210526316
685,302,72,23.8410596026
688,99,29,29.2929292929
691,19,4,21.0526315789
698,102,24,23.5294117647
699,173,52,30.0578034682
700,170,38,22.3529411765
705,140,65,46.4285714286
708,33,18,54.5454545455
712,77,29,37.6623376623
714,233,89,38.1974248927
716,71,19,26.7605633803
718,147,45,30.612244898
720,59,22,37.2881355932
722,179,45,25.1396648045
723,34,17,50.0
726,53,7,13.2075471698
727,35,7,20.0
729,103,36,34.9514563107
730,132,21,15.9090909091
736,163,41,25.1533742331
737,113,37,32.7433628319
739,105,41,39.0476190476
740,1486,501,33.7146702557
742,48,12,25.0
743,98,25,25.5102040816
745,513,122,23.7816764133
747,59,14,23.7288135593
748,128,24,18.75
751,184,72,39.1304347826
752,31,7,22.5806451613
755,33,4,12.1212121212
756,25,8,32.0
757,44,19,43.1818181818
758,142,41,28.8732394366
767,28,6,21.4285714286
769,103,26,25.2427184466
770,203,74,36.4532019704
774,49,9,18.3673469388
775,153,49,32.0261437908
779,60,14,23.3333333333
781,285,44,15.4385964912
784,202,67,33.1683168317
791,79,7,8.86075949367
792,39,6,15.3846153846
794,201,72,35.8208955224
796,30,1,3.33333333333
797,86,21,24.4186046512
799,52,16,30.7692307692
802,24,2,8.33333333333
804,81,41,50.6172839506
810,196,47,23.9795918367
811,486,257,52.8806584362
813,484,191,39.4628099174
814,58,8,13.7931034483
821,27,9,33.3333333333
822,67,47,70.1492537313
823,32,10,31.25
825,149,30,20.1342281879
826,165,15,9.09090909091
831,9,1,11.1111111111
832,228,56,24.5614035088
834,71,15,21.1267605634
838,47,9,19.1489361702
842,524,155,29.5801526718
852,73,10,13.698630137
853,65,5,7.69230769231
854,52,10,19.2307692308
861,46,14,30.4347826087
863,110,26,23.6363636364
869,71,25,35.2112676056
872,145,34,23.4482758621
878,62,23,37.0967741935
884,15,0,0.0
886,32,6,18.75
889,14,1,7.14285714286
890,49,19,38.7755102041
891,150,55,36.6666666667
893,5389,2171,40.2857673038
900,333,119,35.7357357357
905,614,142,23.1270358306
906,103,77,74.7572815534
909,107,34,31.7757009346
912,141,54,38.2978723404
914,435,175,40.2298850575
917,40,4,10.0
918,31,15,48.3870967742
920,114,15,13.1578947368
927,77,18,23.3766233766
931,40,6,15.0
932,62,15,24.1935483871
933,8,2,25.0
936,111,15,13.5135135135
937,3,0,0.0
939,26,5,19.2307692308
940,158,53,33.5443037975
942,25,3,12.0
943,37,8,21.6216216216
945,95,29,30.5263157895
946,79,25,31.6455696203
952,34,5,14.7058823529
953,45,19,42.2222222222
954,89,19,21.3483146067
956,149,47,31.5436241611
960,79,13,16.4556962025
964,34,11,32.3529411765
966,49,8,16.3265306122
968,130,32,24.6153846154
969,27,6,22.2222222222
971,395,176,44.5569620253
972,42,7,16.6666666667
974,150,33,22.0
976,32,9,28.125
985,37,5,13.5135135135
986,288,59,20.4861111111
987,617,174,28.2009724473
988,26,11,42.3076923077
993,55,6,10.9090909091
996,7,2,28.5714285714
999,74,15,20.2702702703
1000,85,12,14.1176470588
1002,53,28,52.8301886792
1007,46,11,23.9130434783
1009,64,10,15.625
1011,35,11,31.4285714286
1012,35,15,42.8571428571
1013,54,4,7.40740740741
1016,37,7,18.9189189189
1026,466,198,42.4892703863
1030,234,72,30.7692307692
1031,6,2,33.3333333333
1034,20,1,5.0
1035,190,63,33.1578947368
1037,51,16,31.3725490196
1039,77,18,23.3766233766
1042,190,48,25.2631578947
1043,368,115,31.25
1048,20,4,20.0
1053,1707,521,30.5213825425
1057,82,28,34.1463414634
1060,559,138,24.686940966
1061,108,27,25.0
1065,37,6,16.2162162162
1070,330,102,30.9090909091
1074,28,7,25.0
1075,156,39,25.0
1078,112,35,31.25
1083,27,10,37.037037037
1084,424,105,24.7641509434
1087,66,20,30.303030303
1088,411,91,22.1411192214
1090,4,0,0.0
1097,165,48,29.0909090909
1100,34,4,11.7647058824
1103,6,1,16.6666666667
1107,64,34,53.125
1108,88,43,48.8636363636
1109,432,184,42.5925925926
1113,19,4,21.0526315789
1114,467,240,51.391862955
1116,354,72,20.3389830508
1117,174,53,30.4597701149
1120,33,8,24.2424242424
1122,120,19,15.8333333333
1123,169,79,46.7455621302
1124,37,7,18.9189189189
1130,7,0,0.0
1131,28,11,39.2857142857
1133,25,6,24.0
1142,51,12,23.5294117647
1143,341,48,14.0762463343
1146,37,10,27.027027027
1149,134,41,30.5970149254
1151,288,130,45.1388888889
1153,68,22,32.3529411765
1154,33,5,15.1515151515
1169,22,2,9.09090909091
1174,61,25,40.9836065574
1175,535,168,31.4018691589
1178,21,1,4.7619047619
1179,27,0,0.0
1185,98,12,12.2448979592
1190,222,62,27.9279279279
1191,57,23,40.350877193
1194,84,20,23.8095238095
1196,476,119,25.0
1199,294,148,50.3401360544
1200,499,203,40.6813627255
1204,22,7,31.8181818182
1215,59,13,22.0338983051
1219,210,41,19.5238095238
1220,145,19,13.1034482759
1223,33,5,15.1515151515
1228,1668,554,33.2134292566
1231,47,3,6.3829787234
1233,130,41,31.5384615385
1237,749,361,48.1975967957
1242,495,183,36.9696969697
1244,106,29,27.358490566
1247,128,37,28.90625
1248,31,11,35.4838709677
1249,216,68,31.4814814815
1254,158,34,21.5189873418
1256,12,1,8.33333333333
1265,119,27,22.6890756303
1266,17,0,0.0
1278,164,48,29.2682926829
1284,54,10,18.5185185185
1287,12,3,25.0
1288,1657,463,27.942063971
1291,54,11,20.3703703704
1293,152,15,9.86842105263
1297,29,4,13.7931034483
1300,52,15,28.8461538462
1304,71,16,22.5352112676
1306,22,5,22.7272727273
1310,92,20,21.7391304348
1311,26,4,15.3846153846
1314,69,18,26.0869565217
1316,67,12,17.9104477612
1318,9,4,44.4444444444
1319,79,28,35.4430379747
1321,188,92,48.9361702128
1322,20,3,15.0
1323,90,39,43.3333333333
1324,1109,589,53.1109107304
1334,170,27,15.8823529412
1335,31,11,35.4838709677
1336,207,71,34.2995169082
1337,417,66,15.8273381295
1338,1361,633,46.5099191771
1339,19,4,21.0526315789
1341,64,12,18.75
1343,374,25,6.68449197861
1344,207,32,15.4589371981
1348,154,39,25.3246753247
1349,288,21,7.29166666667
1354,28,9,32.1428571429
1358,382,107,28.0104712042
1360,9,0,0.0
1363,127,34,26.7716535433
1366,44,5,11.3636363636
1367,79,20,25.3164556962
1368,5,1,20.0
1369,15,4,26.6666666667
1370,39,3,7.69230769231
1375,21,5,23.8095238095
1376,8,1,12.5
1380,152,38,25.0
1384,70,5,7.14285714286
1388,9,2,22.2222222222
1400,101,28,27.7227722772
1406,101,22,21.7821782178
1407,119,29,24.3697478992
1409,282,81,28.7234042553
1412,150,42,28.0
1414,60,13,21.6666666667
1421,44,8,18.1818181818
1423,104,26,25.0
1428,60,6,10.0
1429,14,5,35.7142857143
1431,205,58,28.2926829268
1432,347,99,28.530259366
1433,125,15,12.0
1436,40,2,5.0
1438,144,23,15.9722222222
1441,348,99,28.4482758621
1447,63,7,11.1111111111
1448,23,5,21.7391304348
1449,20,3,15.0
1450,780,287,36.7948717949
1454,74,21,28.3783783784
1455,2,0,0.0
1456,36,13,36.1111111111
1463,75,10,13.3333333333
1466,155,67,43.2258064516
1467,79,27,34.1772151899
1470,55,18,32.7272727273
1471,116,21,18.1034482759
1476,10,3,30.0
1480,43,5,11.6279069767
1483,212,27,12.7358490566
1486,33,10,30.303030303
1490,150,29,19.3333333333
1491,324,116,35.8024691358
1492,71,20,28.1690140845
1497,19,4,21.0526315789
1500,194,67,34.5360824742
1508,53,14,26.4150943396
1509,348,159,45.6896551724
1512,42,10,23.8095238095
1514,49,12,24.4897959184
1523,16,6,37.5
1527,1054,222,21.0626185958
1529,120,32,26.6666666667
1531,5,4,80.0
1532,24,2,8.33333333333
1533,33,9,27.2727272727
1534,69,11,15.9420289855
1538,27,2,7.40740740741
1539,8,3,37.5
1541,20,3,15.0
1542,15,1,6.66666666667
1544,60,8,13.3333333333
1545,52,10,19.2307692308
1546,21,1,4.7619047619
1551,464,72,15.5172413793
1553,59,20,33.8983050847
1554,226,78,34.5132743363
1556,11,0,0.0
1557,22,8,36.3636363636
1559,432,114,26.3888888889
1560,6,0,0.0
1569,126,40,31.746031746
1574,132,22,16.6666666667
1578,38,19,50.0
1583,7566,3107,41.0652920962
1585,463,131,28.2937365011
1586,8,1,12.5
1588,238,101,42.4369747899
1591,312,95,30.4487179487
1595,27,4,14.8148148148
1597,9,2,22.2222222222
1599,67,13,19.4029850746
1600,155,47,30.3225806452
1605,254,76,29.9212598425
1606,76,25,32.8947368421
1610,48,10,20.8333333333
1612,70,20,28.5714285714
1615,35,2,5.71428571429
1620,10,8,80.0
1625,86,19,22.0930232558
1626,68,13,19.1176470588
1627,77,27,35.0649350649
1630,67,18,26.8656716418
1631,36,7,19.4444444444
1632,31,1,3.22580645161
1633,125,15,12.0
1638,187,41,21.9251336898
1644,202,50,24.7524752475
1654,57,12,21.0526315789
1659,988,307,31.0728744939
1665,182,83,45.6043956044
1666,118,12,10.1694915254
1667,32,10,31.25
1670,26,8,30.7692307692
1674,205,15,7.31707317073
1676,72,28,38.8888888889
1679,5,1,20.0
1681,31,8,25.8064516129
1683,34,7,20.5882352941
1685,142,21,14.7887323944
1690,83,23,27.7108433735
1692,21,6,28.5714285714
1693,41,7,17.0731707317
1694,248,98,39.5161290323
1695,931,228,24.4897959184
1697,109,11,10.0917431193
1701,33,4,12.1212121212
1702,464,143,30.8189655172
1709,84,10,11.9047619048
1710,35,12,34.2857142857
1712,39,3,7.69230769231
1714,275,158,57.4545454545
1726,87,13,14.9425287356
1727,217,93,42.8571428571
1730,169,53,31.3609467456
1736,20,4,20.0
1737,681,190,27.9001468429
1738,357,148,41.4565826331
1740,6,1,16.6666666667
1747,60,6,10.0
1750,28,6,21.4285714286
1752,8,2,25.0
1753,100,25,25.0
1755,2174,974,44.8022079117
1762,305,92,30.1639344262
1765,60,3,5.0
1768,87,12,13.7931034483
1769,25,5,20.0
1772,17,2,11.7647058824
1775,34,9,26.4705882353
1782,81,11,13.5802469136
1785,24,2,8.33333333333
1786,638,232,36.3636363636
1790,167,61,36.5269461078
1793,68,19,27.9411764706
1794,2,1,50.0
1796,243,24,9.87654320988
1797,40,10,25.0
1801,190,47,24.7368421053
1810,213,80,37.558685446
1811,53,11,20.7547169811
1813,139,43,30.9352517986
1816,73,10,13.698630137
1818,50,21,42.0
1820,155,53,34.1935483871
1821,365,106,29.0410958904
1826,75,25,33.3333333333
1830,59,19,32.2033898305
1831,1469,623,42.4098025868
1834,90,29,32.2222222222
1836,746,326,43.6997319035
1841,17,4,23.5294117647
1843,38,9,23.6842105263
1853,108,29,26.8518518519
1862,721,130,18.0305131761
1865,88,14,15.9090909091
1869,164,55,33.5365853659
1870,40,4,10.0
1874,23,1,4.34782608696
1875,70,21,30.0
1879,42,18,42.8571428571
1882,196,119,60.7142857143
1886,113,26,23.0088495575
1891,113,32,28.3185840708
1892,75,16,21.3333333333
1896,43,11,25.5813953488
1897,220,62,28.1818181818
1898,641,136,21.2168486739
1900,33,6,18.1818181818
1904,224,50,22.3214285714
1907,135,55,40.7407407407
1908,344,103,29.9418604651
1909,18,2,11.1111111111
1912,25,9,36.0
1915,36,6,16.6666666667
1916,268,157,58.5820895522
1918,20,8,40.0
1921,253,36,14.2292490119
1925,120,26,21.6666666667
1931,4,0,0.0
1934,69,28,40.5797101449
1942,1302,372,28.5714285714
1943,40,11,27.5
1944,51,14,27.4509803922
1946,145,59,40.6896551724
1950,178,50,28.0898876404
1951,47,11,23.4042553191
1954,116,35,30.1724137931
1958,153,46,30.0653594771
1959,27,4,14.8148148148
1960,186,75,40.3225806452
1965,602,123,20.4318936877
1967,79,16,20.253164557
1968,3503,1453,41.478732515
1969,110,15,13.6363636364
1970,75,37,49.3333333333
1975,71,19,26.7605633803
1977,56,15,26.7857142857
1980,69,19,27.5362318841
1987,23,7,30.4347826087
1992,41,8,19.512195122
1996,34,12,35.2941176471
2009,257,71,27.626459144
2010,90,17,18.8888888889
2011,2,2,100.0
2012,41,9,21.9512195122
2013,2,0,0.0
2017,137,15,10.9489051095
2018,53,6,11.320754717
2024,7,4,57.1428571429
2025,282,61,21.6312056738
2029,99,41,41.4141414141
2030,49,10,20.4081632653
2031,45,12,26.6666666667
2034,37,10,27.027027027
2038,155,54,34.8387096774
2039,20,8,40.0
2041,15,2,13.3333333333
2044,104,42,40.3846153846
2047,53,11,20.7547169811
2050,68,24,35.2941176471
2056,4,0,0.0
2063,12,5,41.6666666667
2064,38,6,15.7894736842
2066,20,3,15.0
2069,109,56,51.376146789
2072,39,5,12.8205128205
2077,38,7,18.4210526316
2078,31,6,19.3548387097
2080,131,63,48.0916030534
2084,212,70,33.0188679245
2086,202,34,16.8316831683
2090,113,29,25.6637168142
2094,285,88,30.8771929825
2095,82,11,13.4146341463
2098,102,31,30.3921568627
2102,68,13,19.1176470588
2106,116,45,38.7931034483
2108,46,9,19.5652173913
2109,61,12,19.6721311475
2114,74,43,58.1081081081
2115,7,0,0.0
2118,21,2,9.52380952381
2119,424,177,41.7452830189
2120,24,2,8.33333333333
2122,10,2,20.0
2128,30,5,16.6666666667
2131,168,32,19.0476190476
2132,57,12,21.0526315789
2133,187,38,20.320855615
2134,36,9,25.0
2138,12,2,16.6666666667
2140,623,272,43.6597110754
2147,475,59,12.4210526316
2148,31,7,22.5806451613
2150,117,30,25.641025641
2168,58,11,18.9655172414
2169,84,19,22.619047619
2172,46,14,30.4347826087
2173,74,8,10.8108108108
2176,20,6,30.0
2177,58,13,22.4137931034
2183,25,7,28.0
2185,24,6,25.0
2186,12,7,58.3333333333
2187,39,16,41.0256410256
2191,31,5,16.1290322581
2193,30,3,10.0
2194,238,59,24.7899159664
2197,175,51,29.1428571429
2199,899,291,32.3692992214
2208,186,37,19.8924731183
2213,44,7,15.9090909091
2214,270,119,44.0740740741
2230,195,69,35.3846153846
2231,63,27,42.8571428571
2233,30,12,40.0
2238,175,28,16.0
2239,11,5,45.4545454545
2242,40,9,22.5
2246,228,86,37.7192982456
2253,46,13,28.2608695652
2257,298,105,35.2348993289
2258,93,34,36.5591397849
2260,662,132,19.9395770393
2266,158,112,70.8860759494
2273,87,36,41.3793103448
2274,34,7,20.5882352941
2275,50,13,26.0
2277,33,7,21.2121212121
2281,118,48,40.6779661017
2283,169,65,38.4615384615
2284,206,35,16.9902912621
2285,20,3,15.0
2287,180,65,36.1111111111
2289,65,18,27.6923076923
2291,279,77,27.5985663082
2293,25,7,28.0
2298,165,26,15.7575757576
2309,108,25,23.1481481481
2313,38,10,26.3157894737
2314,49,16,32.6530612245
2321,111,27,24.3243243243
2323,10,3,30.0
2328,44,7,15.9090909091
2338,34,7,20.5882352941
2342,25,7,28.0
2348,4,1,25.0
2351,74,19,25.6756756757
2354,62,33,53.2258064516
2361,64,7,10.9375
2362,330,103,31.2121212121
2363,136,51,37.5
2368,468,107,22.8632478632
2381,21,10,47.619047619
2384,89,15,16.8539325843
2385,726,271,37.3278236915
2386,68,14,20.5882352941
2391,39,14,35.8974358974
2399,2,0,0.0
2405,127,43,33.8582677165
2420,89,32,35.9550561798
2422,91,9,9.89010989011
2424,2228,664,29.802513465
2429,71,20,28.1690140845
2434,50,12,24.0
2441,316,130,41.1392405063
2443,267,59,22.0973782772
2450,21,3,14.2857142857
2451,6,4,66.6666666667
2452,66,19,28.7878787879
2454,9,1,11.1111111111
2455,22,0,0.0
2457,166,108,65.0602409639
2460,35,20,57.1428571429
2462,1,0,0.0
2469,440,78,17.7272727273
2470,97,17,17.5257731959
2474,51,5,9.80392156863
2476,1,1,100.0
2477,26,4,15.3846153846
2481,166,68,40.9638554217
2484,63,17,26.9841269841
2486,419,157,37.4701670644
2491,72,15,20.8333333333
2494,46,7,15.2173913043
2495,107,21,19.6261682243
2496,29,9,31.0344827586
2497,160,61,38.125
2504,8,1,12.5
2506,87,20,22.9885057471
2508,107,52,48.5981308411
2509,1018,201,19.7445972495
2515,82,15,18.2926829268
2517,98,54,55.1020408163
2518,86,48,55.8139534884
2525,748,319,42.6470588235
2527,64,27,42.1875
2535,136,27,19.8529411765
2536,109,20,18.3486238532
2541,161,21,13.0434782609
2543,129,12,9.30232558139
2547,89,21,23.595505618
2548,3114,1550,49.7752087347
2555,35,11,31.4285714286
2566,96,21,21.875
2567,299,55,18.3946488294
2572,12,2,16.6666666667
2574,81,20,24.6913580247
2577,67,10,14.9253731343
2581,63,24,38.0952380952
2583,423,84,19.8581560284
2590,115,38,33.0434782609
2592,24,2,8.33333333333
2593,151,79,52.3178807947
2596,164,57,34.756097561
2597,65,22,33.8461538462
2598,713,286,40.1122019635
2600,110,20,18.1818181818
2603,232,57,24.5689655172
2608,38,5,13.1578947368
2611,574,217,37.8048780488
2612,8,1,12.5
2627,27,8,29.6296296296
2628,24,3,12.5
2635,99,43,43.4343434343
2638,25,1,4.0
2644,41,11,26.8292682927
2648,1109,427,38.5031559964
2652,28,7,25.0
2653,58,16,27.5862068966
2656,23,6,26.0869565217
2657,24,9,37.5
2659,16,3,18.75
2660,460,250,54.347826087
2663,85,17,20.0
2666,311,68,21.8649517685
2670,138,43,31.1594202899
2671,43,16,37.2093023256
2674,2,1,50.0
2676,141,46,32.6241134752
2679,75,28,37.3333333333
2680,87,34,39.0804597701
2683,51,12,23.5294117647
2684,252,60,23.8095238095
2686,18,2,11.1111111111
2687,1,0,0.0
2688,682,297,43.5483870968
2695,298,70,23.4899328859
2696,70,28,40.0
2697,47,6,12.7659574468
2700,168,44,26.1904761905
2701,119,40,33.6134453782
2721,19,2,10.5263157895
2723,4,1,25.0
2726,53,14,26.4150943396
2729,43,16,37.2093023256
2732,67,22,32.8358208955
2733,32,9,28.125
2745,43,6,13.9534883721
2749,181,92,50.8287292818
2750,58,17,29.3103448276
2754,61,13,21.3114754098
2755,130,34,26.1538461538
2757,103,21,20.3883495146
2766,88,39,44.3181818182
2768,28,3,10.7142857143
2774,210,96,45.7142857143
2783,58,23,39.6551724138
2785,93,20,21.5053763441
2786,39,3,7.69230769231
2788,627,265,42.2647527911
2789,165,20,12.1212121212
2796,90,47,52.2222222222
2797,59,5,8.47457627119
2799,158,52,32.9113924051
2806,12,3,25.0
2811,254,86,33.8582677165
2812,83,35,42.1686746988
2813,88,20,22.7272727273
2819,85,14,16.4705882353
2820,252,53,21.0317460317
2822,56,11,19.6428571429
2823,210,59,28.0952380952
2827,24,4,16.6666666667
2828,115,27,23.4782608696
2831,40,3,7.5
2833,166,63,37.9518072289
2836,25,4,16.0
2841,36,9,25.0
2844,46,14,30.4347826087
2847,811,244,30.0863131936
2849,120,31,25.8333333333
2859,305,82,26.8852459016
2882,65,31,47.6923076923
2884,19,3,15.7894736842
2890,45,4,8.88888888889
2892,14,4,28.5714285714
2894,122,15,12.2950819672
2898,27,9,33.3333333333
2899,37,13,35.1351351351
2900,89,31,34.8314606742
2902,142,16,11.2676056338
2907,32,5,15.625
2908,266,92,34.5864661654
2915,538,150,27.8810408922
2925,25,5,20.0
2928,135,46,34.0740740741
2929,36,7,19.4444444444
2936,126,29,23.0158730159
2937,6,1,16.6666666667
2938,353,192,54.3909348442
2942,412,195,47.3300970874
2947,80,20,25.0
2948,28,8,28.5714285714
2951,68,14,20.5882352941
2954,87,23,26.4367816092
2955,212,58,27.358490566
2958,131,27,20.6106870229
2959,206,45,21.8446601942
2961,349,111,31.8051575931
2962,46,18,39.1304347826
2963,33,16,48.4848484848
2965,37,9,24.3243243243
2967,33,3,9.09090909091
2971,163,77,47.2392638037
2972,148,57,38.5135135135
2973,57,15,26.3157894737
2974,425,48,11.2941176471
2975,119,32,26.8907563025
2976,49,5,10.2040816327
2979,199,47,23.6180904523
2982,282,84,29.7872340426
2985,56,9,16.0714285714
2988,2795,1015,36.3148479428
2990,140,53,37.8571428571
2993,26,5,19.2307692308
2994,83,18,21.686746988
2995,56,12,21.4285714286
2996,3,2,66.6666666667
2998,946,397,41.9661733615
2999,26,9,34.6153846154
3002,183,75,40.9836065574
3009,303,113,37.2937293729
3012,19,6,31.5789473684
